Zip Code,City
56036,Glenville
56037,Good Thunder
56039,Granada
56041,Hanska
56042,Hartland
56043,Hayward
56044,Henderson
56045,Hollandale
56048,Janesville
56050,Kasota
56051,Kiester
56052,Kilkenny
56054,Lafayette
56055,Lake Crystal
56057,Le Center
56058,Le Sueur
56060,Lewisville
56062,Madelia
56063,Madison Lake
56065,Mapleton
56068,Minnesota Lake
56069,Montgomery
56071,New Prague
56072,New Richland
56073,New Ulm
56074,Nicollet
56078,Pemberton
56080,St. Clair
56081,St. James
56082,St. Peter
56083,Sanborn
56085,Sleepy Eye
56087,Springfield
56088,Truman
56089,Twin Lakes
56090,Vernon Center
56091,Waldorf
56093,Waseca
56096,Waterville
56097,Wells
56098,Winnebago
56101,Windom
56110,Adrian
56111,Alpha
56113,Arco
56114,Avoca
56115,Balaton
56116,Beaver Creek
56117,Bigelow
56118,Bingham Lake
56119,Brewster
56120,Butterfield
56121,Ceylon
56122,Chandler
56123,Currie
56127,Dunnell
56128,Edgerton
56129,Ellsworth
56131,Fulda
56132,Garvin
56134,Hardwick
56136,Hendricks
56137,Heron Lake
56138,Hills
56139,Holland
56141,Iona
56142,Ivanhoe
56143,Jackson
56144,Jasper
56145,Jeffers
56149,Lake Benton
56150,Lakefield
56151,Lake Wilson
56152,Lamberton
56155,Lismore
56156,Luverne
56157,Lynd
56158,Magnolia
56159,Mountain Lake
56160,Odin
56161,Okabena
56162,Ormsby
56164,Pipestone
56165,Reading
56166,Revere
56167,Round Lake
56168,Rushmore
56169,Russell
56170,Ruthton
56171,Sherburn
56172,Slayton
56173,Steen
56174,Storden
56175,Tracy
56176,Trimont
56178,Tyler
56180,Walnut Grove
56181,Welcome
56183,Westbrook
56185,Wilmont
56186,Woodstock
56187,Worthington
56201,Willmar
56207,Alberta
56208,Appleton
56209,Atwater
56211,Beardsley
56212,Bellingham
56214,Belview
56215,Benson
56216,Blomkest
56218,Boyd
56219,Browns Valley
56220,Canby
56221,Chokio
56222,Clara City
56223,Clarkfield
56224,Clements
56225,Clinton
56226,Clontarf
56227,Correll
56228,Cosmos
56229,Cottonwood
56230,Danube
56231,Danvers
56232,Dawson
56235,Donnelly
56236,Dumont
56237,Echo
56239,Ghent
56240,Graceville
56241,Granite Falls
56243,Grove City
56244,Hancock
56245,Hanley Falls
56248,Herman
56249,Holloway
56251,Kandiyohi
56252,Kerkhoven
56253,Lake Lillian
56255,Lucan
56256,Madison
56257,Marietta
56258,Marshall
56260,Maynard
56262,Milan
56263,Milroy
56264,Minneota
56265,Montevideo
56266,Morgan
56267,Morris
56270,Morton
56271,Murdock
56273,New London
56274,Norcross
56277,Olivia
56278,Ortonville
56279,Pennock
56280,Porter
56281,Prinsburg
56282,Raymond
56283,Redwood Falls
56284,Renville
56285,Sacred Heart
56288,Spicer
56289,Sunburg
56291,Taunton
56292,Vesta
56293,Wabasso
56295,Watson
56296,Wheaton
56297,Wood Lake
56301,St. Cloud
56303,St. Cloud
56304,St. Cloud
56307,Albany
56308,Alexandria
56309,Ashby
56310,Avon
56311,Barrett
56312,Belgrade
56314,Bowlus
56315,Brandon
56316,Brooten
56318,Burtrum
56319,Carlos
56320,Cold Spring
56321,Collegeville
56323,Cyrus
56324,Dalton
56326,Evansville
56327,Farwell
56329,Foley
56330,Foreston
56331,Freeport
56332,Garfield
56334,Glenwood
56335,Greenwald
56336,Grey Eagle
56338,Hillman
56339,Hoffman
56340,Holdingford
56342,Isle
56343,Kensington
56345,Little Falls
56347,Long Prairie
56349,Lowry
56350,Mc Grath
56352,Melrose
56353,Milaca
56354,Miltona
56355,Nelson
56356,New Munich
56357,Oak Park
56358,Ogilvie
56359,Onamia
56360,Osakis
56361,Parkers Prairie
56362,Paynesville
56363,Pease
56364,Pierz
56367,Rice
56368,Richmond
56369,Rockville
56373,Royalton
56374,St. Joseph
56375,St. Stephen
56376,St. Martin
56377,Sartell
56378,Sauk Centre
56379,Sauk Rapids
56381,Starbuck
56382,Swanville
56384,Upsala
56385,Villard
56386,Wahkon
56387,Waite Park
56401,Brainerd
56425,Baxter
56431,Aitkin
56433,Akeley
56434,Aldrich
56435,Backus
56437,Bertha
56438,Browerville
56440,Clarissa
56441,Crosby
56442,Crosslake
56443,Cushing
56444,Deerwood
56446,Eagle Bend
56447,Emily
56448,Fifty Lakes
56449,Fort Ripley
56450,Garrison
56452,Hackensack
56453,Hewitt
56455,Ironton
56458,Lake George
56461,Laporte
56464,Menahga
56465,Merrifield
56466,Motley
56467,Nevis
56468,Nisswa
56469,Palisade
56470,Park Rapids
56472,Pequot Lakes
56473,Pillager
56474,Pine River
56475,Randall
56477,Sebeka
56479,Staples
56481,Verndale
56482,Wadena
56484,Walker
56501,Detroit Lakes
56510,Ada
56511,Audubon
56514,Barnesville
56515,Battle Lake
56516,Bejou
56517,Beltrami
56518,Bluffton
56519,Borup
56520,Breckenridge
56521,Callaway
56522,Campbell
56523,Climax
56524,Clitherall
56527,Deer Creek
56528,Dent
56529,Dilworth
56531,Elbow Lake
56533,Elizabeth
56534,Erhard
56535,Erskine
56536,Felton
56537,Fergus Falls
56540,Fertile
56542,Fosston
56543,Foxhome
56544,Frazee
56545,Gary
56546,Georgetown
56547,Glyndon
56548,Halstad
56549,Hawley
56550,Hendrum
56551,Henning
56552,Hitterdal
56553,Kent
56554,Lake Park
56556,Mcintosh
56557,Mahnomen
56560,Moorhead
56562,Moorhead
56563,Moorhead
56566,Naytahwaush
56567,New York Mills
56569,Ogema
56570,Osage
56571,Ottertail
56572,Pelican Rapids
56573,Perham
56574,Perley
56575,Ponsford
56576,Richville
56578,Rochert
56579,Rothsay
56580,Sabin
56581,Shelly
56584,Twin Valley
56585,Ulen
56586,Underwood
56587,Vergas
56588,Vining
56589,Waubun
56590,Wendell
56591,White Earth
56592,Winger
56594,Wolverton
56601,Bemidji
56621,Bagley
56623,Baudette
56626,Bena
56627,Big Falls
56628,Bigfork
56630,Blackduck
56633,Cass Lake
56634,Clearbrook
56636,Deer River
56639,Effie
56641,Federal Dam
56644,Gonvick
56646,Gully
56647,Hines
56649,International Falls
56650,Kelliher
56651,Lengby
56652,Leonard
56653,Littlefork
56655,Longville
56660,Mizpah
56661,Northome
56662,Outing
56666,Ponemah
56667,Puposky
56669,Ray
56670,Redby
56671,Redlake
56672,Remer
56673,Roosevelt
56676,Shevlin
56678,Solway
56681,Squaw Lake
56683,Tenstrike
56684,Trail
56686,Williams
56701,Thief River Falls
56710,Alvarado
56713,Argyle
56714,Badger
56715,Brooks
56716,Crookston
56721,East Grand Forks
56722,Euclid
56723,Fisher
56725,Goodridge
56726,Greenbush
56727,Grygla
56728,Hallock
56732,Karlstad
56733,Kennedy
56734,Lake Bronson
56735,Lancaster
56736,Mentor
56737,Middle River
56738,Newfolden
56742,Oklee
56744,Oslo
56748,Plummer
56750,Red Lake Falls
56751,Roseau
56754,St. Hilaire
56756,Salol
56757,Stephen
56758,Strandquist
56759,Strathcona
56760,Viking
56761,Wannaska
56762,Warren
56763,Warroad
